0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
0,0,1.96704e-023,1.46405e-021,1.50767e-021,1.4983e-021,0
